省份,地市,网点名称,地址,电话,网点类型,来源页面,页码
广东省,珠海市,建设银行广东省珠海紫荆支行,广东省珠海市香洲紫荆路96号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海东区支行,广东省珠海市香洲兴华路218号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海康怡支行,广东省珠海市香洲人民西路南虹三街24、26号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海人民路支行,广东省珠海市香洲人民东路97号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海文园路支行,广东省珠海市香洲人民东路520号一楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海香山支行,广东省珠海市香洲人民东路239号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海金鼎支行,广东省珠海市香洲区唐家湾镇金峰中路87号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海翠香支行,广东省珠海市香洲区翠华路22号3、4号商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海隧道北支行,广东省珠海市香洲柠溪路64号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海柠溪支行,广东省珠海市香洲柠溪路513号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海香柠支行,广东省珠海市香洲柠溪路366号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海南华支行,广东省珠海市香洲梅华东路214-1、214-2、216-1商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海碧涛支行,广东省珠海市香洲华海路69号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0.html,1
广东省,珠海市,建设银行广东省珠海凤海支行,广东省珠海市香洲海滨北路8号综合楼五楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海香洲支行,广东省珠海市香洲凤凰南路1042号海城大厦一楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海金桦支行,广东省珠海市香华路382号、384号，红山路162号、160号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海湾仔支行,广东省珠海市湾仔中盛路63号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海唐家支行,广东省珠海市唐淇路3033号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海三灶支行,广东省珠海市三灶镇映月路438号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海上冲支行,广东省珠海市人民西路891号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海翠微支行,广东省珠海市前山明珠南路2110号2栋7－8号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海金鸡支行,广东省珠海市前山金鸡路631号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海前山支行,广东省珠海市前山翠前南路39号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海南屏支行,广东省珠海市南屏环屏路1号（首层）,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海兰埔支行,广东省珠海市九洲大道西2108号1栋1-3号商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海海泉湾分理处,广东省珠海市金湾区平沙镇海泉湾度假城渔人码头E01号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海红旗支行,广东省珠海市金湾区红旗镇藤山一路177号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海海湾支行,广东省珠海市吉大石花东路海湾花园30栋底层101#、102#、103#商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_2.html,2
广东省,珠海市,建设银行广东省珠海海滨支行,广东省珠海市吉大路141号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海市分行营业室,广东省珠海市吉大路101号建行大厦,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海吉大支行,广东省珠海市吉大九洲大道中1001号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海景山支行,广东省珠海市吉大景山路102号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海九洲支行,广东省珠海市吉大海洲路8号九昌大厦首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海华发新城分理处,广东省珠海市华发新城二期商业街一层B-E轴、51-54轴,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海港支行,广东省珠海市海港大厦主楼东侧一层商场,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海茂盛支行,广东省珠海市拱北粤华路433号1号楼6号、7号、8号商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海尖峰支行,广东省珠海市拱北粤华路195号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海粤海支行,广东省珠海市拱北粤海中路简美城市中心一楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海迎宾支行,广东省珠海市拱北围基路2号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海丽景支行,广东省珠海市拱北水湾路139号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海北岭支行,广东省珠海市拱北石花西路267号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海万景城支行,广东省珠海市拱北莲花路34号力宝广场（莲花万景城）内B层36，37，38，41，42号商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海拱北支行,广东省珠海市拱北莲花路295号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_3.html,3
广东省,珠海市,建设银行广东省珠海斗门支行,广东省珠海市斗门区井岸镇中兴北路48，50，52号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_4.html,4
广东省,珠海市,建设银行广东省珠海城南支行,广东省珠海市斗门区井岸镇江湾二路104号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_4.html,4
广东省,珠海市,建设银行广东省珠海保税区支行,广东省珠海市保税区国际贸易展示中心壹层A1区,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_328_0_4.html,4
广东省,汕头市,建设银行广东省汕头华能支行,汕头市濠江区澳头后港华能电厂旁,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头嵩山南支行,汕头市嵩山路15号06、07、08铺面,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头珠池支行,汕头市珠池路55号华丽花园45、46、47号商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头嘉顿支行,汕头市中信嘉顿小镇第10、11幢103、104、204号铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头东厦分理处,汕头市中信东厦花园三区DS129、130、131、230、231号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头海滨支行,汕头市中山路156号中信海滨花园东区74号铺面,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头广场支行,汕头市跃进路34号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头龙湖支行,汕头市迎宾路4号之01,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头杏花西路支行,汕头市杏花路13号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头外马支行,汕头市外马路42号01、02分号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头天华分理处,汕头市天山路中段南航大厦裙楼首层大厅,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头金湖支行,汕头市汕樟路113号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头安平支行,汕头市南海路9号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头龙眼支行,汕头市龙眼路75号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头中山东支行,汕头市龙眼路27号之03铺面,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0.html,1
广东省,汕头市,建设银行广东省汕头外砂分理处,汕头市龙湖区外砂镇国道外砂地段迎宾市场旁,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头丹阳支行,汕头市龙湖区丹阳庄东区4-6幢6幢109号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头金新北分理处,汕头市金新路99号汕头日报社附楼首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头市分行营业室,汕头市金砂路113号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头外环支行,汕头市金环路60号5座,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头龙眼北分理处,汕头市金湖路146号金湖大厦首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头世贸花园支行,汕头市金碧庄东区36幢D－14铺面,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头黄山支行,汕头市黄山路18号13、14、15号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头铁路支行,汕头市衡山路52号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头红荔分理处,汕头市广厦新城广厦街20号之01、02,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头飞厦支行,汕头市飞厦西路5号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头嘉泰雅园支行,汕头市东厦路嘉泰雅园第5、7幢的101、201、102、202单元,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头杏花支行,汕头市大学路18号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头大华支行,汕头市大华路40号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头中山路支行,汕头市澄海区中山路泗水归,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_2.html,2
广东省,汕头市,建设银行广东省汕头北门支行,汕头市澄海区中山北路111号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头广华分理处,汕头市澄海区西华路南侧宜居华庭第15幢F03、F203、F04、F204单元,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头东山支行,汕头市澄海区文祠东路,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头西栅分理处,汕头市澄海区文冠路宁冠园B1栋1-3号单元,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头澄海支行,汕头市澄海区蓬岭路12号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头东里支行,汕头市澄海区东里镇文化西路口,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头城西分理处,汕头市潮阳区西环城路商业大厦首层9号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头潮阳支行,汕头市潮阳区文光街道办事处平东东山大道中146号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头东门分理处,汕头市潮阳区平和东居委兰竹苑住宅区12幢首层109、110、111号铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头潮南支行,汕头市潮南区峡山镇环山路口,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头两英支行,汕头市潮南区两英镇两英服装商场1号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头长平支行,汕头市长平路与龙华街交界处竹园一幢02、03号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头万客隆支行,汕头市长平路金泰庄翡翠花园1、2、3幢113、114铺面,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头丹霞支行,汕头市长平路黄金大厦底层104-106号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头金砂支行,汕头市长平路朝阳庄南区13幢,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_3.html,3
广东省,汕头市,建设银行广东省汕头财政大楼分理处,汕头市长平路财政大楼二层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_4.html,4
广东省,汕头市,建设银行广东省汕头建营支行,汕头市长平路15号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_4.html,4
广东省,汕头市,建设银行广东省汕头练江支行,汕头市长江公寓12幢一层、二层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_4.html,4
广东省,汕头市,建设银行广东省汕头红领巾路支行,汕头市滨港路“海韵华府”D幢首层108房、109房，二层208房、209房,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_4.html,4
广东省,汕头市,建设银行广东省汕头滨港分理处,汕头市滨港路22号泰安华庭东区118、119、120、220铺面,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_4.html,4
广东省,汕头市,建设银行广东省汕头春泽支行,汕头市23街区中信春泽花园第15幢首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_4.html,4
广东省,汕头市,建设银行广东省汕头棉城支行,潮阳市文光街道办事处兴归振兴路123号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_4.html,4
广东省,汕头市,建设银行广东省汕头南兴储蓄所,汕头市潮南区峡山镇汕尾居委广祥路344、346、348、350号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_329_0_4.html,4
广东省,东莞市,建设银行广东省东莞松山湖支行,东莞市松山湖创意生活城商埔D一层D113\114\115号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行星城支行,东城区温塘学前路新世纪星城花园一期67\68\69号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行新世纪支行,东莞市东城区火炼树社区博客公寓酒店B栋21、22、23、25号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行金月湾分理处,东城区东城区金月湾花园A15-19号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行电信支行,东城大道1、2、3、4、5、6号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行谢岗支行,东莞市谢岗镇振兴大道122号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行清溪银苑储蓄所,东莞市清溪镇育才路1号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行清溪清香分理处,东莞市清溪镇香芒中路建行大厦,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行清溪支行,东莞市清溪镇聚富路万豪酒店附楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行凤岗支行,东莞市凤岗镇永盛大街新世纪广场,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行凤岗雁田分理处,东莞市凤岗镇雁田海晖大厦,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行凤岗金凤路分理处,东莞市凤岗镇金凤路113号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行塘厦迎宾分理处,东莞市塘厦镇四村农民公寓商铺首层3A－109号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行塘厦中心分理处,东莞市塘厦镇沿河路2号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行塘厦高丽分理处,东莞市塘厦镇高丽七路2号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0.html,1
广东省,东莞市,建设银行广东省东莞市分行塘厦支行,东莞市塘厦镇花园街16号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行樟木头银河分理处,东莞市樟木头镇帝豪路帝雍园D33、D35、D36、D38、D39、D50、D51,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行樟木头振兴分理处,东莞市樟木头镇新兴街32号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行樟木头支行,东莞市樟木头镇中心区维多利大道欧陆庭苑第四座1—2层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行长安新兴分理处,东莞市长安镇长中路28号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行长安新沙东路分理处,东莞市长安镇沙头社区东方新村新沙东路供销社大楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行长安长怡分理处,东莞市长安镇长盛西路供电大楼一楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行长安大道分理处,东莞市长安镇霄边大道33号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行长安支行,东莞市长安镇长怡路粮贸大楼一楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行虎门富民分理处,东莞市虎门镇银龙路广贸大厦地铺A6号、A46号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行虎门大道分理处,东莞市虎门镇沙太路119号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行虎门莞太分理处,东莞市虎门镇莞太路博头工业区一幢,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行虎门沙电分理处,东莞市虎门镇沙角发电厂内,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行虎门新园分理处,东莞市虎门镇太沙路,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行虎门威远分理处,东莞市虎门镇威远大道东26号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_2.html,2
广东省,东莞市,建设银行广东省东莞市分行虎门人民路分理处,东莞市虎门镇人民路177号好运来广场首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行虎门支行,东莞市虎门镇港口路银丰大厦,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行石龙支行,东莞市石龙镇新城区裕兴路18号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行石龙西湖分理处,东莞市石龙镇金源东路九巷地铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行石龙太平路分理处,东莞市石龙镇太平路89号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行营业室,东莞市南城区体育路5号建升大厦,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行建业支行,东莞市东城区花园新村育兴路5号一、二号铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行运河支行,东莞市城区运河西一路131号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行可园支行,东莞市城区运河西二路41号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行黄江彩虹分理处,东莞市黄江镇文明路28号第一、二层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行黄江支行,东莞市黄江镇黄江大道124号一楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行桥头支行,东莞市桥头镇文德路1号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行常平新市分理处,东莞市常平镇新市一街128号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行常平新南路分理处,东莞市常平镇新南路56-58号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行常平汇众储蓄所,东莞市常平镇振兴三街168号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_3.html,3
广东省,东莞市,建设银行广东省东莞市分行常平前进分理处,东莞市常平镇东兴路10号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行常平支行,东莞市常平镇常平大道金汇大厦首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行横沥汇丰分理处,东莞市横沥镇天桥路257--259号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行横沥支行,东莞市横沥镇中山路双龙舫一号楼一楼103aA、105A号铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行东坑支行,东莞市东坑镇东兴路241号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行大朗富华分理处,东莞市大朗镇富康路82、84号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行大朗美景分理处,东莞市大朗镇美景中路181、183号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行大朗支行,东莞市大朗镇长富路13号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行大岭山支行,东莞市大岭山镇农场村振华路108号一、二层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行寮步寮盛分理处,东莞市寮步镇教育路中段建行大楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行寮步寮星分理处,东莞市寮步镇下岭贝村百业路东莞市百业国际汽配城广场路1、2、3号铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
广东省,东莞市,建设银行广东省东莞市分行寮步支行,东莞市寮步镇香市路供电大楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_330_0_4.html,4
